Reporter,Year,Sector,Subsector,Primary NAICS Code,NAICS Definition,Parent Company,City,County,Jurisdiction,Total Emissions (MTCO2e),Biogenic Carbon Dioxide (MTCO2e),Carbon Dioxide (MTCO2e),Methane (MTCO2e),Nitrous Oxide (MTCO2e),HFCs (MTCO2e),PFCs (MTCO2e),Sulfur Hexafluoride (MTCO2e),Fluorinated - Other (MTCO2e),Notes,Point Size,Location,New Georeferenced Column
Western Avenue Steam Plant - Seattle,2019,Power Plants,"Other Power, Heating, or Cooling Plants",221330,Steam and Air-Conditioning Supply,Seattle Steam Company LLC,Seattle,King,Puget Sound Clean Air Agency,69254,0,69181,33,40,0,0,0,0,,2,"(47.6068, -122.340179)",POINT (-122.34017900000002 47.6068)
Marathon Anacortes Refinery - Anacortes,2013,Refineries,Petroleum Refineries,324110,Petroleum Refineries,Marathon Petroleum Corp,Anacortes,Skagit,Northwest Clean Air Agency,1170238,0,1159070,7161,4007,0,0,0,0,,4,"(48.493816, -122.564845)",POINT (-122.564845 48.493816)
Puget Sound Energy - Frederickson Generating Station - Tacoma,2012,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Sound Energy,Tacoma,Pierce,Puget Sound Clean Air Agency,30729,0,30696,15,19,0,0,0,0,,2,"(47.079716, -122.364711)",POINT (-122.364711 47.079716)
Imerys Minerals Quincy Plant - Quincy,2018,Minerals,Other Minerals,212399,All Other Nonmetallic Mineral Mining,Imerys Filtration Minerals Inc.,Quincy,Grant,Ecology: Eastern Regional Office,22730,0,22706,11,13,0,0,0,0,,1,"(47.239948, -119.838831)",POINT (-119.83883100000001 47.239948)
Puget Sound Energy - Ferndale Generating Station - Ferndale,2018,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Sound Energy,Ferndale,Whatcom,Northwest Clean Air Agency,302529,0,302223,140,167,0,0,0,0,,3,"(48.828707, -122.685533)",POINT (-122.68553299999999 48.82870700000001)
Puget Sound Energy - Fredonia Generating Station - Mount Vernon,2015,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Sound Energy,Mount Vernon,Skagit,Northwest Clean Air Agency,115727,0,115607,55,66,0,0,0,0,,3,"(48.4553, -122.435)",POINT (-122.43499999999999 48.4553)
Puget Sound Energy - Whitehorn Generating Station - Blaine,2017,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Sound Energy,Blaine,Whatcom,Northwest Clean Air Agency,67424,0,67351,33,41,0,0,0,0,,2,"(48.885475, -122.724299)",POINT (-122.724299 48.885475)
Northwest Pipeline Roosevelt C/S - Bickleton,2017,Petroleum and Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Bickleton,Klickitat,Ecology: Central Regional Office,12488,0,8335,4148,5,0,0,0,0,,1,"(45.849504, -120.08083)",POINT (-120.08083 45.849504)
J.R. Simplot Company - Othello,2018,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",J.R. Simplot Company,OTHELLO,Adams,Ecology: Eastern Regional Office,99691,0,46683,52982,26,0,0,0,0,,2,"(46.837778, -119.176389)",POINT (-119.17638900000001 46.837778)
BP Cherry Point Refinery - Blaine,2019,Refineries,Petroleum Refineries,324110,Petroleum Refineries,BP America Inc.,Blaine,Whatcom,Northwest Clean Air Agency,2345530,0,2327534,13004,4992,0,0,0,0,,5,"(48.8864, -122.7353)",POINT (-122.7353 48.8864)
Sierra Pacific Industries - Shelton,2019,Wood Products,Lumber Mills,321113,Sawmills,Sierra Pacific Industries,Shelton,Mason,Olympic Region Clean Air Agency,84086,82977,0,159,949,0,0,0,0,,2,"(47.213448, -123.096517)",POINT (-123.09651699999999 47.213448)
"Kaiser Aluminum Washington, LLC (Trentwood Works) - Spokane Valley",2015,Metals,Other Metals,331315,"Aluminum Sheet, Plate, and Foil Manufacturing",Kaiser Aluminum Fabricated Products LLC,Spokane Valley,Spokane,Spokane Regional Clean Air Agency,117856,0,117734,56,66,0,0,0,0,,3,"(47.687074, -117.212673)",POINT (-117.212673 47.687074)
Fairchild AFB - Spokane Co.,2017,Government,National Security,928110,National Security,US Government,Fairchild AFB,Spokane,Spokane Regional Clean Air Agency,12821,0,12808,6,7,0,0,0,0,,1,"(47.641332, -117.644832)",POINT (-117.64483200000001 47.641332)
"Tyson Fresh Meats, Inc. - Wallula",2018,Food Production,Meat Products,311611,Animal (except Poultry) Slaughtering,"Tyson Foods, Inc",Wallula,Walla Walla,Ecology: Eastern Regional Office,97207,0,21598,75596,12,0,0,0,0,,2,"(46.137521, -118.913051)",POINT (-118.91305099999998 46.137521)
Great Western Malt - Vancouver,2019,Food Production,Other Food Products,311213,Malt Manufacturing,Great Western Malt,Vancouver,Clark,Southwest Clean Air Agency,15095,0,15079,7,8,0,0,0,0,,1,"(45.631069, -122.690043)",POINT (-122.69004299999999 45.631069)
Southern Counties Oil Co Ltd,2018,Transportation Fuel Supplier,Transportation Fuel Supplier,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),"Southern Counties Oil Co., A California LP",,,,64330,1122,63208,,,,,,,,,,
Hampton Lumber Mills Washington Inc. - Darrington,2015,Wood Products,Lumber Mills,321113,Sawmills,Hampton Lumber Mills Washington Inc.,Darrington,Snohomish,Puget Sound Clean Air Agency,87598,86443,0,166,989,0,0,0,0,,2,"(48.262797, -121.597608)",POINT (-121.597608 48.262797)
Sierra Pacific Industries - Shelton,2017,Wood Products,Lumber Mills,321113,Sawmills,Sierra Pacific Industries,Shelton,Mason,Olympic Region Clean Air Agency,33615,32884,291,63,376,0,0,0,0,,2,"(47.213448, -123.096517)",POINT (-123.09651699999999 47.213448)
University of Washington Seattle Campus - Seattle,2014,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Seattle,King,Puget Sound Clean Air Agency,82134,0,82045,40,49,0,0,0,0,,2,"(47.653614, -122.303608)",POINT (-122.303608 47.653614)
"Kaiser Aluminum Washington, LLC (Trentwood Works) - Spokane Valley",2014,Metals,Other Metals,331315,"Aluminum Sheet, Plate, and Foil Manufacturing",Kaiser Aluminum Fabricated Products LLC,Spokane Valley,Spokane,Spokane Regional Clean Air Agency,114924,0,114806,54,64,0,0,0,0,,3,"(47.687074, -117.212673)",POINT (-117.212673 47.687074)
"Kaiser Aluminum Washington, LLC (Trentwood Works) - Spokane Valley",2019,Metals,Other Metals,331315,"Aluminum Sheet, Plate, and Foil Manufacturing",Kaiser Aluminum Fabricated Products LLC,Spokane Valley,Spokane,Spokane Regional Clean Air Agency,128390,0,128258,61,72,0,0,0,0,,3,"(47.687074, -117.212673)",POINT (-117.212673 47.687074)
Cowlitz County Headquarters Landfill - Castle Rock,2013,Waste,Municipal Landfills,562212,Solid Waste Landfill,Cowlitz County,Castle Rock,Cowlitz,Southwest Clean Air Agency,129060,556,0,128502,2,0,0,0,0,,3,"(46.246902, -122.772284)",POINT (-122.772284 46.246902)
Lamb Weston - Pasco,2019,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Pasco,Franklin,Ecology: Eastern Regional Office,46270,0,46223,22,26,0,0,0,0,,2,"(46.288137, -119.115336)",POINT (-119.115336 46.288137)
SDS Lumber Company - Bingen,2019,Wood Products,Lumber Mills,321113,Sawmills,SDS Lumber Company,Bingen,Klickitat,Ecology: Central Regional Office,69368,68240,216,131,781,0,0,0,0,,2,"(45.713913, -121.468688)",POINT (-121.468688 45.713913000000005)
Darigold - Chehalis,2013,Food Production,Dairy Products,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Darigold Inc.,Chehalis,Lewis,Southwest Clean Air Agency,13706,0,13691,7,8,0,0,0,0,,1,"(46.659952, -122.970162)",POINT (-122.97016200000002 46.659952)
Boulder Park Generating Station - Spokane Valley,2016,Power Plants,"Other Power, Heating, or Cooling Plants",221112,Fossil Fuel Electric Power Generation,Avista Corp.,Spokane Valley,Spokane,Spokane Regional Clean Air Agency,9009,0,8999,4,5,0,0,0,0,,1,"(47.696999, -117.147223)",POINT (-117.147223 47.696999)
Central Washington University - Ellensburg,2018,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Ellensburg,Kittitas,Ecology: Central Regional Office,13485,0,13471,7,8,0,0,0,0,,1,"(47.003202, -120.544513)",POINT (-120.544513 47.003202)
"Boise Cascade Wood Products, LLC.  Kettle Falls Plywood - Kettle Falls",2019,Wood Products,Engineered Wood,321212,Softwood Veneer and Plywood Manufacturing,Boise Cascade Company,Kettle Falls,Stevens,Ecology: Eastern Regional Office,73603,56367,16466,116,654,0,0,0,0,,2,"(48.613175, -118.116106)",POINT (-118.116106 48.613175)
Washington State University - Pullman,2019,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Pullman,Whitman,Ecology: Eastern Regional Office,66455,0,66377,34,45,0,0,0,0,,2,"(46.728702, -117.151481)",POINT (-117.15148099999999 46.728702)
Lamb Weston - Pasco,2013,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Pasco,Franklin,Ecology: Eastern Regional Office,49844,0,49793,24,28,0,0,0,0,,2,"(46.288137, -119.115336)",POINT (-119.115336 46.288137)
CertainTeed Gypsum - Seattle,2017,Manufacturing,Building Products,327420,Gypsum Product Manufacturing,Saint-Gobain Corporation,Seattle,King,Puget Sound Clean Air Agency,50452,0,50400,24,28,0,0,0,0,,2,"(47.548056, -122.336944)",POINT (-122.336944 47.548056)
Northwest Pipeline C/S - Washougal,2018,Petroleum and Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Washougal,Clark,Southwest Clean Air Agency,16346,0,14727,1611,8,0,0,0,0,,1,"(45.63236, -122.36516)",POINT (-122.36515999999999 45.63236)
"Vaagen Bros. Lumber, Inc. - Colville",2018,Wood Products,Lumber Mills,321113,Sawmills,Vaagen Bros. Lumber Inc.,Colville,Stevens,Ecology: Eastern Regional Office,45535,44934,1,86,514,0,0,0,0,,2,"(48.548525, -117.915469)",POINT (-117.91546900000002 48.548525)
Sierra Pacific Industries - Aberdeen,2017,Wood Products,Lumber Mills,321113,Sawmills,Sierra Pacific Industries,Aberdeen,Grays Harbor,Olympic Region Clean Air Agency,246387,242554,593,466,2774,0,0,0,0,,3,"(46.971875, -123.775526)",POINT (-123.775526 46.971875)
Georgia-Pacific Gypsum LLC - Tacoma,2016,Manufacturing,Building Products,327420,Gypsum Product Manufacturing,Koch Industries Inc.,Tacoma,Pierce,Puget Sound Clean Air Agency,48825,0,48775,23,27,0,0,0,0,,2,"(47.269558, -122.394869)",POINT (-122.39486900000001 47.269558)
BP Cherry Point Refinery - Blaine,2018,Refineries,Petroleum Refineries,324110,Petroleum Refineries,BP America Inc.,Blaine,Whatcom,Northwest Clean Air Agency,2140426,0,2124239,11546,4641,0,0,0,0,,5,"(48.8864, -122.7353)",POINT (-122.7353 48.8864)
"Analog Devices, Inc. - Camas",2015,Manufacturing,Electronics Manufacturing,334413,Semiconductor and Related Device Manufacturing,Linear Technology Corporation,Camas,Clark,Southwest Clean Air Agency,33622,0,1803,1,1236,1783,25804,2736,258,,2,"(45.598844, -122.45232)",POINT (-122.45232 45.59884400000001)
Phillips 66 Company,2017,Transportation Fuel Supplier,Transportation Fuel Supplier,424710,Petroleum Bulk Stations and Terminals,Phillips 66 Company,,,,3907576,225513,3682063,,,,,,,,,,
BP West Coast Products LLC,2012,Transportation Fuel Supplier,Transportation Fuel Supplier,424710,Petroleum Bulk Stations and Terminals,"BP Company North America, Inc",,,,7291311,0,7291311,,,,,,,,,,
Phillips 66 Ferndale Refinery - Ferndale,2013,Refineries,Petroleum Refineries,324110,Petroleum Refineries,Phillips 66 Company,Ferndale,Whatcom,Northwest Clean Air Agency,769015,0,765664,1462,1889,0,0,0,0,,3,"(48.830142, -122.692114)",POINT (-122.69211400000002 48.830142)
Seattle-Tacoma International Airport - Seattle,2012,Government,Other Government,488119,Other Airport Operations,Port of Seattle,Seattle,King,Puget Sound Clean Air Agency,14272,0,14257,7,8,0,0,0,0,,1,"(47.443643, -122.302452)",POINT (-122.302452 47.443643)
Phillips 66 Ferndale Refinery - Ferndale,2012,Refineries,Petroleum Refineries,324110,Petroleum Refineries,Phillips 66 Company,Ferndale,Whatcom,Northwest Clean Air Agency,800100,0,796021,2017,2062,0,0,0,0,,3,"(48.830142, -122.692114)",POINT (-122.69211400000002 48.830142)
Naval Base Kitsap - Bremerton,2016,Government,National Security,928110,National Security,US Government,Bremerton,Kitsap,Puget Sound Clean Air Agency,43755,0,43709,21,25,0,0,0,0,,2,"(47.557047, -122.645933)",POINT (-122.645933 47.557047)
Fred Meyer Stores Inc,2019,Transportation Fuel Supplier,Transportation Fuel Supplier,445110,Supermarkets and other grocery stores,Kroger Co,,,,382170,0,382170,,,,,,,,,,
Puget Sound Energy - Ferndale Generating Station - Ferndale,2014,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Sound Energy,Ferndale,Whatcom,Northwest Clean Air Agency,333194,0,332855,155,184,0,0,0,0,,3,"(48.828707, -122.685533)",POINT (-122.68553299999999 48.82870700000001)
Darigold - Chehalis,2018,Food Production,Dairy Products,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Darigold Inc.,Chehalis,Lewis,Southwest Clean Air Agency,11793,0,11781,6,7,0,0,0,0,,1,"(46.659952, -122.970162)",POINT (-122.97016200000002 46.659952)
Grant County Landfill 1 - Ephrata,2017,Waste,Municipal Landfills,562212,Solid Waste Landfill,Grant County,Ephrata,Grant,Ecology: Eastern Regional Office,44881,0,0,44881,0,0,0,0,0,,2,"(47.270759, -119.573764)",POINT (-119.573764 47.270759)
Great Western Malt - Vancouver,2014,Food Production,Other Food Products,311213,Malt Manufacturing,Great Western Malt,Vancouver,Clark,Southwest Clean Air Agency,18814,0,18795,9,10,0,0,0,0,,1,"(45.631069, -122.690043)",POINT (-122.69004299999999 45.631069)
SDS Lumber Company - Bingen,2014,Wood Products,Lumber Mills,321113,Sawmills,SDS Lumber Company,Bingen,Klickitat,Ecology: Central Regional Office,110009,108451,110,208,1240,0,0,0,0,,3,"(45.713913, -121.468688)",POINT (-121.468688 45.713913000000005)
Horn Rapids Sanitary Landfill - Richland,2015,Waste,Municipal Landfills,562212,Solid Waste Landfill,City of Richland,Richland,Benton,Benton Clean Air Agency,26870,0,0,26870,0,0,0,0,0,,2,"(46.346663, -119.348118)",POINT (-119.348118 46.34666300000001)
Shell Puget Sound Refinery - Anacortes,2017,Refineries,Petroleum Refineries,324110,Petroleum Refineries,Shell Petroleum Inc.,Anacortes,Skagit,Northwest Clean Air Agency,1902427,0,1892335,6039,4053,0,0,0,0,,4,"(48.470931, -122.559161)",POINT (-122.559161 48.470931)
ExxonMobil Oil Corporation,2016,Transportation Fuel Supplier,Transportation Fuel Supplier,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),ExxonMobil Oil Corporation,,,,831233,53419,777814,,,,,,,,,,
Basic American Foods - Moses Lake,2016,Food Production,Potato Products,311423,Dried and Dehydrated Food Manufacturing,Basic American Inc.,Moses Lake,Grant,Ecology: Eastern Regional Office,28977,0,28947,14,16,0,0,0,0,,2,"(47.075183, -119.220408)",POINT (-119.22040799999999 47.075183)
Ascent Aviation Group Inc,2012,Transportation Fuel Supplier,Transportation Fuel Supplier,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),"World Fuel Services, Inc.",,,,18223,0,18223,,,,,,,,,,
Sinclair Oil Corporation,2012,Transportation Fuel Supplier,Transportation Fuel Supplier,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),Sinclair Oil Corporation,,,,15653,0,15653,,,,,,,,,,
Northwest Pipeline C/S - Mount Vernon,2016,Petroleum and Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Mount Vernon,Skagit,Northwest Clean Air Agency,69093,0,66878,2178,38,0,0,0,0,,2,"(48.421967, -122.21547)",POINT (-122.21547000000001 48.421967)
Northwest Pipeline C/S - Chehalis,2019,Petroleum and Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Chehalis,Lewis,Southwest Clean Air Agency,3980,0,2903,1076,1,0,0,0,0,,1,"(46.533325, -122.87373)",POINT (-122.87373000000001 46.533325)
Ascensus Specialties LLC - Elma,2013,Chemicals,Other Chemicals,325188,All Other Basic Inorganic Chemical Manufacturing,Ascensus Specialties LLC,Elma,Grays Harbor,Olympic Region Clean Air Agency,17966,0,17857,9,100,0,0,0,0,,1,"(46.995459, -123.382316)",POINT (-123.382316 46.995459)
Frito Lay - Vancouver,2015,Food Production,Other Food Products,311919,Other Snack Food Manufacturing,PepsiCo Inc,Vancouver,Clark,Southwest Clean Air Agency,15923,0,15906,8,9,0,0,0,0,,1,"(45.657037, -122.692)",POINT (-122.692 45.657037)
"Solvay Chemicals, Inc. - Longview",2018,Chemicals,Hydrogen Production,325188,All Other Basic Inorganic Chemical Manufacturing,Solvay Chemicals Inc.,Longview,Cowlitz,Southwest Clean Air Agency,47954,0,47954,0,0,0,0,0,0,,2,"(46.137218, -122.982847)",POINT (-122.98284700000002 46.137218)
Michelsen Packaging - Yakima,2012,Pulp and Paper,Other Pulp and Paper,322299,All Other Converted Paper Product Manufacturing,Michelson Packaging Co.,Yakima,Yakima,Yakima Regional Clean Air Agency,11261,0,11249,5,6,0,0,0,0,,1,"(46.604058, -120.513015)",POINT (-120.513015 46.604058)
Cardinal FG Company - Winlock,2014,Minerals,Glass Production,327211,Flat Glass Manufacturing,Cardinal Glass Industries Inc.,Winlock,Lewis,Southwest Clean Air Agency,102634,0,102560,34,40,0,0,0,0,,3,"(46.544937, -122.926313)",POINT (-122.926313 46.544937)
Ascensus Specialties LLC - Elma,2018,Chemicals,Other Chemicals,325188,All Other Basic Inorganic Chemical Manufacturing,Ascensus Specialties LLC,Elma,Grays Harbor,Olympic Region Clean Air Agency,21916,0,21893,10,12,0,0,0,0,,1,"(46.995459, -123.382316)",POINT (-123.382316 46.995459)
City of Tacoma Solid Waste Facility - Tacoma,2012,Waste,Municipal Landfills,562212,Solid Waste Landfill,City of Tacoma,Tacoma,Pierce,Puget Sound Clean Air Agency,31986,0,0,31986,0,0,0,0,0,,2,"(47.223413, -122.499775)",POINT (-122.49977500000001 47.22341300000001)
REC Solar Grade Silicon - Moses Lake,2012,Metals,Other Metals,331419,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum),REC Silicon,Moses Lake,Grant,Ecology: Eastern Regional Office,150819,0,150665,71,83,0,0,0,0,,3,"(47.138359, -119.200383)",POINT (-119.200383 47.138359)
James Hardie Building Products - Tacoma,2019,Manufacturing,Building Products,327390,Other Concrete Product Manufacturing,James Hardie Building Products Inc.,Tacoma,Pierce,Puget Sound Clean Air Agency,15820,0,15804,8,9,0,0,0,0,,1,"(47.092145, -122.364656)",POINT (-122.36465600000001 47.092145)
"Bio Energy Washington, LLC - Maple Valley",2018,Power Plants,"Other Power, Heating, or Cooling Plants",221119,Other Electric Power Generation,Bio Energy Washington,Maple Valley,King,Puget Sound Clean Air Agency,28781,27398,1238,43,102,0,0,0,0,,2,"(47.455871, -122.041817)",POINT (-122.041817 47.455871)
Vitol Inc.,2015,Transportation Fuel Supplier,Transportation Fuel Supplier,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),Euromin Inc.,,,,12307,788,11519,,,,,,,,,,
Sonoco Products - Sumner,2013,Pulp and Paper,Other Pulp and Paper,322130,Paperboard Mills,Sonoco Products Company,Sumner,Pierce,Puget Sound Clean Air Agency,10384,0,10374,5,6,0,0,0,0,,1,"(47.210641, -122.239474)",POINT (-122.23947400000002 47.210641)
